i,cluster
28204,276
28205,284
28206,276
28207,276
28208,283
28209,285
28210,282
28211,283
28212,283
28213,282
28214,276
28215,282
28216,282
28217,276
28218,282
28219,286
28220,282
28301,276
28321,286
28341,282
28342,282
28343,282
28361,282
28362,282
28363,282
28364,282
28381,282
28382,282
28421,287
28422,283
28441,283
28442,283
28443,283
28444,283
28445,283
28461,283
28462,283
28463,283
28464,283
28481,283
28501,283
28502,283
28503,283
28504,283
28521,288
28522,288
28523,288
28524,288
28525,288
28541,285
28542,285
28543,289
28544,285
28561,285
28562,285
28581,289
28582,289
28583,289
28584,289
28601,290
28602,290
28603,290
28604,290
28621,290
28622,290
28623,290
28624,290
28641,291
28642,291
28643,291
28644,291
28645,291
28646,291
28661,286
28664,286
28665,286
28666,286
28681,284
28682,284
28683,284
28684,284
28685,284
28686,284
28701,284
28702,284
28703,284
28704,284
29201,277
29202,292
29203,277
29204,277
29205,292
29206,293
29207,294
29208,292
29209,276
29210,295
29301,264
29321,277
29322,264
29342,296
29343,295
29344,277
29345,277
29361,277
29362,277
29363,277
29381,293
29382,293
29383,293
29384,293
29385,297
29386,297
29401,292
29402,292
29421,292
29422,292
29424,295
29425,295
29426,295
29427,295
29441,292
29442,292
29443,292
29444,292
29445,294
29446,298
29447,299
29448,294
29449,294
29450,300
29451,300
29452,292
29453,293
30201,301
30202,301
30203,299
30204,302
30205,303
30206,304
30207,266
30301,301
30302,301
30303,301
30321,301
30322,301
30323,301
30324,301
30325,301
30326,301
30341,299
30342,299
30343,299
30344,299
30345,305
30361,302
30362,302
30363,302
30364,302
30365,305
30381,303
30382,303
30383,303
30384,303
30385,303
30386,306
30387,306
30388,304
30389,304
30390,303
30401,304
30402,304
30403,304
30404,304
30405,304
30406,304
30407,307
30421,307
30422,307
30423,307
30424,307
30425,266
30426,266
30427,266
31201,308
31202,309
31203,310
31204,311
31301,308
31302,308
31303,308
31321,308
31322,308
31323,308
31324,308
31325,308
31326,308
31327,308
31328,308
31341,308
31342,308
31343,308
31361,310
31362,310
31363,310
31364,310
31365,310
31366,310
31367,310
31368,310
31369,310
31381,309
